Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Eagers Automotive Fleet,"143 Newmarket Road, Windsor, Queensland 4030, AU","At Eagers Automotive Fleet, we recognise that every business is unique, no matter how large or small. We have the capability and expertise to provide your business with simple, tailored and hassle-free fleet solutions - regardless of how many vehicles that you and your business need.Through our comprehensive brand network, Eagers Automotive Fleet provides access to almost 30 of Australia’s most popular automotive brands including Toyota, Holden, Ford, Mazda and Hyundai. Throughout this network we have a team of professional, highly trained Account Managers dedicated to meeting your requirements and budget.Our full-service fleet buying package includes;•	Fleet and finance solutions•	New and used motor vehicles•	Service•	Parts•	Disposals•	Car care and aftermarketBuying new cars for your business shouldn’t be stressful, Eagers Automotive Fleet has you fully covered. Find out more by contacting our friendly Fleet team, today.",null,Automative,"1,001-5,000 employees",http://apeagersfleet.com.au,"Windsor, Queensland",Public Company,1913,https://www.linkedin.com/company/a-p-eagers-fleet/,null,-27.446535,153.04388,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
FLB Automotive Recruitment Pty Ltd,"Lasso Rd, Gregory Hills, New South Wales 2557, AU","A premium brand recruitment consultancy firm that operates closely with some of Australia's best and most reputable automotive companies. Based on the strong relationships we've established with these companies, we seek, search and solidify employment opportunities and assistance in matching the right job seekers to the right roles and opportunities.",null,Automative,2-10 employees,http://www.flbautomotiverecruitment.com.au,"Gregory Hills, New South Wales",Privately Held,2012,https://www.linkedin.com/company/flb-automotive-recruitment/,"Lasso Rd, Gregory Hills, New South Wales, 2557, AU",-33.84907,151.13834,Gregory Hills,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Parts4 Automotive,"40 Village Green Dr., Leopold, Melbourne, VIC 3224, AU","Parts 4 Automotive P/L was formed in February 2001 by a group of independent automotive businesses in order to obtain collective trading advantages including negotiating supplier contracts and paying healthy rebates to the member stores.

These businesses were part of an automotive group and were fed up with being dictated to as regards stock holding, advertising etc.

The main idea was to give the independent stores more of a say in the running of their group. This has been achieved by having an executive committee voted in by the members to look at supplier proposals, advertising opportunities etc.

The Parts 4 Automotive Pty Ltd group is committed to maintaining your stores independence whilst gaining all of the purchasing, advertising, and product range availability that is available to the other major buying groups.

We were originally Victorian based but due to better supplier distribution we now have stores in New South Wales, South Australia and Tasmania.

Our member agreement is very simple and as we do not carry store accounts, we do not require you to sign away your stock or fittings (or your home, wife or kids). Check the ""Store Finder"" section for member store locations.

We hold two meetings a year, a general meeting usually held mid-year at the conference or social weekend and an AGM usually held in November.",null,Automative,201-500 employees,http://www.parts4.com.au/,"Melbourne, VIC",Public Company,2001,https://www.linkedin.com/company/parts4-automotive/,"40 Village Green Dr., Melbourne, VIC, 3224, AU",-38.193844,144.46815,Melbourne,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Rapid Tune Automotive Services,null,"Rapid Tune Automotive Services are Melbourne’s fastest growing automotive franchise. VACC accredited and with a combined 30 years industry experience we strive to offer the highest level of customer service and automotive repairs. Rapid Tune uses the latest in modern procedures and equipment.Our branches are conveniently located throughout Melbourne and Queensland. Servicing and repairing all makes and models, with many highly experienced & qualified motor mechanics. We are certain to meet all of your automotive needs.",null,Automative,51-200 employees,https://www.rapidtune.com.au,"Epping, VIC",Privately Held,2003,https://www.linkedin.com/company/rapid-tune/,"12/70 Redland Bay Road, Capalaba, QLD, 4157, AU",-27.47126,153.01831,Capalaba,Rapid Tune Capalaba,"20 Childs Road, Epping, VIC, 3076, AU",-37.803425,145.01105,Epping,Rapid Tune Epping,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Patico Automotive,"90 Rodeo Drive, Dandenong, Victoria 3175, AU","Patico Automotive has the Australian, New Zealand and Pacific region import and distribution rights for various well-regarding global commercial vehicle brands, including Wrightbus, Van Hool, Golden Dragon, Mellor and EVM. The Patico business is represented directly in Melbourne, Sydney, Brisbane and Auckland and has a sales and after-sales network of 40+ dealers and service providers.",null,Automative,11-50 employees,http://www.patico.com,"Dandenong, Victoria",Privately Held,2006,https://www.linkedin.com/company/irizar-oceania-pty-ltd/,"90 Rodeo Drive, Dandenong, Victoria, 3175, AU",-37.803425,145.01105,Dandenong,Melbourne,"20 Childs Road, Epping, VIC, 3076, AU",-37.803425,145.01105,Epping,Rapid Tune Epping,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Macarthur Automotive,null,"Macarthur Automotive is not just another motor dealership in the district. Our staff lives and breathes Macarthur Country and are all very dedicated to the community and its people. Roots of integrity run deep! A local business with integrity and honesty is where it all starts. Adding to that are our well-equipped dealerships, highly trained, friendly and knowledgeable staff that stand behind their work and you have the Macarthur Automotive brand.We operate 10 franchises at Macarthur Automotive including: Ford Campbelltown and Ford Narellan, Chrysler, Jeep, Dodge, Honda, Suzuki, Kia, Mercedes-Benz, Jaguar, Land Rover and Renault. Not to mention our quality pre-owned cars. We also have a dedicated car finance department, as well as a car fleet department to service our business customers.",1800 068 909,Automative,"1,001-5,000 employees",http://www.macarthurautomotive.com.au,"Narellan, NSW",Privately Held,1958,https://www.linkedin.com/company/macarthur-automotive/,null,40.459366,-74.381774,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
KLARMANN - Automotive Solutions,"6 Centenary Court, Bassendean, Western Australia 6054, AU","Auto Electrics & Air Conditioning. We are specialists for anything automotive with 16+ years of experience in the German & Australian automotive & engineering industry. Our aim is it to bring high quality automotive solutions to people in WA and with its application into everything on wheels or tracks while we do what we love! We do mobile fault finding, repair & device installation (second batteries, led light bars, 2 ways, harness manufacturing, immobilisers, car alarm systems, customised 4 wheel drive conversions and much more...). We can help you with everything around your air conditioning e.g. regas, diagnostics/repair & system design. Furthermore we design custom automotive systems of any kinds and likes to customer specification. We are also able to read and clear fault codes and view live machine data for most cars, trucks and machinery. We service the greater Perth area in WA.",null,Automative,2-10 employees,http://www.klarmann.com.au,"Bassendean, Western Australia",Partnership,2015,https://www.linkedin.com/company/klarmann---automotive-solutions/,"6 Centenary Court, Bassendean, Western Australia, 6054, AU",-31.939821,115.8162,Bassendean,Headquarter,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Pearson Automotive Milton,"16 Railway Terrace, Milton, Queensland 4064, AU","Pearson Automotive have been providing premium car service & repairs to local customers for over 25 years.Operating on Railway Terrace in Milton, Pearson Automotive are conveniently located right across the road from Milton Railway Station.Leave your car with us and catch the train to work while your car is being serviced or repaired by our skilled mechanics.",733696288,Automative,2-10 employees,https://www.pearsonautomotive.com.au/milton/,"Milton, Queensland",Privately Held,1996,https://www.linkedin.com/company/pearson-automotive-milton/,null,31.297703,-82.854083,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Adrian Brien Automotive,"1305 South Rd, Saint Marys, South Australia 5042, AU","Your experience is our priority!

Adrian Brien Automotive is the FIRST place to look for your next new or quality pre-owned Ford, Hyundai, Chrysler, Jeep, Dodge, Fiat, Alfa Romeo or Kia.

For choice, convenience and credibility search our stock now!

http://www.adrianbrien.com.au/",null,Automative,51-200 employees,http://adrianbrien.com.au,"Saint Marys, South Australia",Public Company,1971,https://www.linkedin.com/company/adrian-brien-automotive/,null,41.89791,-84.037938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Cessnock Automotive Group,"250 Maitland Rd, Cessnock, New South Wales 2325, AU","We are a locally owned and managed Automotive Group with over 160 employees across Newcastle, Cessnock and Singleton.",null,Automative,51-200 employees,null,"Cessnock, New South Wales",Privately Held,1999,https://www.linkedin.com/company/cessnock-automotive-group/,null,-32.83164,151.351392,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Allpoint Automotive,"85-91 Keilor Park Dr, Tullamarine, Victoria 3043, AU","Allpoint Automotive, located in Tullamarine, has professional, trained staff to help with all your Mechanical Servicing, Roadworthy Inspection and general service and repair needs. We are an RACV Accredited Auto Care Centre and a VACC A Grade Service Centre, an approved AAFRB Workshop, and a licensed VicRoads vehicle tester. Call us today on 9330 2699 or come and visit Factory 19, 85-91 Keilor Park Drive, Tullamarine.",null,Automative,2-10 employees,http://allpointauto.com.au,"Tullamarine, Victoria",Sole Proprietorship,2008,https://www.linkedin.com/company/allpoint-automotive/,"85-91 Keilor Park Dr, Tullamarine, Victoria, 3043, AU",-37.803425,145.01105,Tullamarine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Australian Automotive Intelligence,"PO Box 267, Clifton Hill, VIC 3068, AU","Australian Automotive Intelligence is a specialised business and policy consultancy focusing on the Australian automotive industry. 

AAI publishes the AAI REPORT and AAI YEARBOOK, assists industry organisations and companies in their submissions to governments and consults with companies on strategic, market and other automotive industry matters.",null,Automative,2-10 employees,http://www.aaintelligence.com.au,"Clifton Hill, VIC",Self-Employed,1993,https://www.linkedin.com/company/australian-automotive-intelligence/,"PO Box 267, Clifton Hill, VIC, 3068, AU",-37.803425,145.01105,Clifton Hill,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
True Blue Automotive PTY Ltd.,null,null,null,Automative,null,null,null,null,null,https://www.linkedin.com/company/true-blue-automotive-pty-ltd-/,null,35.246709,-106.207246,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Eastern Valley Automotive,null,null,null,Automative,null,null,"Chatswood, New South Wales",null,null,https://www.linkedin.com/company/eastern-valley-automotive/,null,-35.245776,149.074835,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Hyper Coatings & Automotive,null,null,null,Automative,null,http://hypercoatings.com.au,"Jamisontown, New South Wales",null,null,https://www.linkedin.com/company/hyper-coatings-&-automotive/,null,45.401623,-75.665346,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Bourke Road Automotive,null,null,null,Automative,null,null,"Alexandria, New South Wales",null,null,https://www.linkedin.com/company/bourke-road-automotive/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Stuart's Arrow Automotive,null,null,null,Automative,null,null,"South Toowoomba, Queensland",null,null,https://www.linkedin.com/company/stuart's-arrow-automotive/,null,-27.56871,151.950101,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Narre Warren Automotive,null,null,null,Automative,null,http://narrewarrenautomotive.com.au,"Narre Warren, Victoria",null,null,https://www.linkedin.com/company/narre-warren-automotive/,null,-38.012325,145.301574,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
David Clark Automotive,null,null,null,Automative,null,http://davidclarkautomotive.com.au,"Rydalmere, New South Wales",null,null,https://www.linkedin.com/company/david-clark-automotive/,null,8.42729,-82.43085,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mark McCarthy Automotive,null,null,null,Automative,null,http://markmccarthyautomotive.com.au,"Kenmore, Queensland",null,null,https://www.linkedin.com/company/mark-mccarthy-automotive/,null,12.193792,-61.679851,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Hunter Street Automotive,null,null,null,Automative,null,http://hsauto.com.au,"Hornsby, New South Wales",null,null,https://www.linkedin.com/company/hunter-street-automotive/,null,51.995937,-0.99217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Sure Stop Automotive Centre,null,null,null,Automative,null,http://surestop.com.au,"Nerang, Queensland",null,null,https://www.linkedin.com/company/sure-stop-automotive-centre/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Brown & Watson International Pty Ltd,"1500 Ferntree Gully Rd, Knoxfield, Victoria 3180, AU","Brown & Watson International (BWI) is the Australian owned and operated company behind several innovative and market-leading brands operating within the automotive electrical and portable power management spaces. Our stable of established industry names include NARVA, Projecta, Philips Automotive, OSRAM, Big Red and Maxi-Lite.From our humble beginnings in 1953, BWI remained privately owned until 2015 when former CEO and majority stakeholder Steve Waterham retired, handing the reins over to GUD Holdings Limited – an ASX200 listed group comprising a number of dynamic product companies based in Australia and New Zealand, including RYCO, Wesfil, Davey, Goss, DBA, IMGroup, Griffith’s Equipment, AA Gaskets and NZ Gaskets. Under GUD leadership, BWI brands continue to flourish in their respective marketplaces and achieve record growth.With offices and representation across all states of Australia and New Zealand, Brown & Watson is headquartered at a 17,000sqm facility located in Knoxfield, Melbourne. Incorporating an automated, paperless warehouse and production facility, our extensive range of products are assembled, packed and processed to service the needs of our customers in the aftermarket and OEM distribution chains.Our research and development centre includes electronic testing laboratories, specialised quality and stress testing chambers, a photometric light testing laboratory, 3D printing capabilities and more. These facilities provide our ISO 9001:2015 certified company with a means to design, engineer, test and distribute products that not only hold their own on the world stage, but in many instances lead the way.Innovation, which we define as “Change that adds value”, remains the tenor behind our comprehensive product ranges. Not limited to product development, this mantra flows through our entire organisation. Consequently, we are proud recipients of many industry supply awards and really enjoy the synergy we share with customers, partners and suppliers.",null,Automative,201-500 employees,http://www.brownwatson.com.au,"Knoxfield, Victoria",Public Company,null,https://www.linkedin.com/company/brownandwatsoninternational/,null,53.257337,-1.427706,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Century Yuasa Batteries,"49-65 Cobalt Street, Brisbane, QLD 4300, AU","Century Yuasa is Australia’s oldest battery manufacturer with a history spanning some 85 years. 

Today, we continue to be a leader in Australia and New Zealand in stored energy solutions. Our portfolio includes well-recognised brands and quality stored energy products for a range of applications, covering automotive, speciality and industrial uses. 

Century Yuasa is an affiliate of the GS Yuasa Corporation.",null,Automative,"501-1,000 employees",http://www.centuryyuasa.com.au,"Brisbane, QLD",Privately Held,1928,https://www.linkedin.com/company/century-yuasa-batteries/,null,44.03425,-121.338194,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Billy's Automotive Services,null,null,null,Automative,null,http://billysautomotiveservices.com.au,"Thornleigh, New South Wales",null,null,https://www.linkedin.com/company/billy's-automotive-services/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PFI Bearings,null,"PFI Bearings is a dynamic American company with a global footprint and over 25 years manufacturing experience producing highest quality bearings. We currently count on an extensive network of highly optimized, strategic regional distribution centers (RDCs) all over the world (Argentina, Australia, Bolivia, Brazil, Chile, China, Colombia, Mexico, The Netherlands, Turkey, USA), that ensure seamless service to all our customers and support our growing presence in more than 70 countries.PFI Bearings delivers OEM quality production, manufactured in our state-of-the-art plants, based on our American expertise and according to the most stringent international manufacturing standards.From our early days, with the production of electrical line bearings, up until today, with the production of over 2.000 different SKUs, our range has been increasing significantly, both in size, in coverage and in technological complexity. Our bearings can be used for agricultural, industrial and automotive (light, medium and heavy-duty) applications and our main bearing lines are alternator and starter bearings, A/C compressor bearings, clutch release bearings, transmission bearings, electrical motor bearings, differential bearings, tensioner bearings and wheel bearings.",null,Automative,201-500 employees,http://www.pfibearings.com,"Miami, Florida",Privately Held,1993,https://www.linkedin.com/company/pfi-bearings/,null,35.468147,-97.545931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mini Automotive,null,null,null,Automative,null,http://miniauto.com.au,null,null,null,https://www.linkedin.com/company/mini-automotive/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mobile Automotive Detailing,null,null,null,Automative,null,http://madbunbury.com.au,"Bunbury, Western Australia",null,null,https://www.linkedin.com/company/mobile-automotive-detailing/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Indian Automotive,null,null,null,Automative,null,http://indianautomotive.com.au,"Kingswood, New South Wales",null,null,https://www.linkedin.com/company/indian-automotive/,null,22.20775,76.97021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Link Automotive,null,null,null,Automative,null,http://linkautomotive.com.au,"Mitcham, Victoria",null,null,https://www.linkedin.com/company/link-automotive/,null,43.271714,-80.653255,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Karratha Automotive Group,null,null,null,Automative,null,http://kagwa.com.au,"Karratha, Western Australia",null,null,https://www.linkedin.com/company/karratha-automotive-group/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
JTS Automotive Repairs,null,"JTS Automotive Repairs is an automotive company based out of 25 Beechwood Rd, WAUCHOPE, NSW, Australia.",null,Automative,2-10 employees,null,"WAUCHOPE, NSW",null,null,https://www.linkedin.com/company/jts-automotive-repairs/,null,-38.022981,144.415607,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Automotive Automation,"19 Kimberly Rd, Dandenong South, Victoria 3175, AU","Automotive Automation are an experienced technical team of people who provide integrated solutions for vehicles and DC voltage applications, including electrical and PLC systems, pneumatic controls and custom electronics. 

Tailored control or monitoring systems are designed to suit customers requirements and are built and installed with quality and a long service life in mind.",null,Automative,2-10 employees,http://www.automotiveautomation.com.au,"Dandenong South, Victoria",Privately Held,null,https://www.linkedin.com/company/automotive-automation/,"19 Kimberly Rd, Dandenong South, Victoria, 3175, AU",-37.803425,145.01105,Dandenong South,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Automotive Stars,"74 Mclachlan Avenue, Rushcutters Bay, Sydney, NSW 2011, AU","Hello and welcome to our page.If you are interested in increasing your sales, profit, and NPS then you are in the right place.Working with managers to get their sales consultants to do the basics well, keep them motivated and deliver a consistent, 'Premium Experience'​ is our primary focus.Our passion is to give you and your colleagues the tools and strategies to succeed, then break it down to manageable chunks and assist you to follow through daily; to increase your sales, your income and your quality of life.With your current skill set and the team around you, you may succeed by yourself. By hiring Automotive Stars, you will succeed much quicker.Why not reach out and see if we are a good fit for each other.We look forward to hearing from you!",null,Automative,2-10 employees,http://www.AutomotiveStars.com.au,"Sydney, NSW",Educational Institution,2008,https://www.linkedin.com/company/automotive-stars/,"74 Mclachlan Avenue, Rushcutters Bay, Sydney, NSW, 2011, AU",-33.84907,151.13834,Sydney,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Automotive Brokering,"Gold Coast, Queensland  AU","Automotive Brokering are different from other car brokers in the market. We offer our client’s access to the cost benefits of a truly wholesale vehicle brokering service, but with a personalised, premium, and professional service that they can trust. But unlike a car dealer or private seller, we are an independent and unbiased third-party who’s main endeavour is to fulfil our customers’ vehicle purchase needs.",null,Automative,2-10 employees,https://autobrokering.com.au/,"Gold Coast, Queensland",Privately Held,1999,https://www.linkedin.com/company/auto-brokering/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Automotive Capital Investments,"9 / 435 williamstown Rd, Port Melbourne, VIC 3207, AU",Automotive investment company,null,Automative,2-10 employees,http://www.autocapital.com.au,"Port Melbourne, VIC",Privately Held,2016,https://www.linkedin.com/company/automotive-capital-investments/,"9 / 435 williamstown Rd, Port Melbourne, VIC, 3207, AU",-37.803425,145.01105,Port Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
AUTOMOTIVE SUPACENTRE,"4-32 Brendan Dr, Nerang, Queensland 4211, AU","AUTOMOTIVE SUPACENTRE plans to break open the general mechanical cycle and up the stakes as we unlock new boundaries with customer service,quality workmanship and price. Follow us here as we continue to update along our journey as we grow.",498664338,Automative,2-10 employees,null,"Nerang, Queensland",Privately Held,2020,https://www.linkedin.com/company/automotive-supacentre/,null,-27.315115,152.967447,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Automotive Therapy,"26 Islington Court, Dudley Park, SA 5008, AU",Automotive Customisation,447150886,Automative,2-10 employees,http://www.automotivetherapy.com.au,"Dudley Park, SA",Self-Employed,2017,https://www.linkedin.com/company/automotive-therapy/,"26 Islington Court, Dudley Park, SA, 5008, AU",-34.897945,138.59166,Dudley Park,Automotive Therapy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
The Automotive Specialist,"Unit 5/24 Poletti Rd, Cockburn Central, Perth, WA 6164, AU","The Automotive Specialist is a family owned business, so you will be treated in the same way… as if you were family. You’re not just a number in our business you are part of it.With over forty years experience in the automotive trade, your vehicle is in good hands.All of the technicians at The Automotive Specialist are fully trained and up to date with all the latest technologies.Safety of your vehicle is paramount for your family and the safety of others .We have a 100 point safety check that is strictly adhered to, to stop small problems becoming large and expensive repairs.No repairs are carried out without your permission. So rest assured, if we find an issue that requires urgent attention we call you first.The Automotive Specialist carries out all mechanical repairs to all makes and models.brake repairsclutch repairselectronic fuel injectionauto trans repairssuspension workexhaust replacement and modificationscooling system repairsgearbox repairsand much more – no job to smallAs part of our  service, your vehicle will be washed and vacuumed before you pick it up.",null,Automative,2-10 employees,https://automotivespecialist.com.au/,"Perth, WA",Partnership,1997,https://www.linkedin.com/company/the-automotive-specialist/,"Unit 5/24 Poletti Rd, Perth, WA, 6164, AU",-31.939821,115.8162,Perth,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Zagame Automotive Group,AU,"The Zagame brand continues to grow its passion for things that move. With some of the world’s premium marques and vehicles, the Zagame portfolio provides Melbourne with a world class automotive experience. We are dedicated to automotive excellence, constantly striving to provide superior customer service, the old hospitality way.Zagame Automotive Group are the exclusive Victorian dealer for Aston Martin, Ferrari, McLaren, Lamborghini, Lotus and Rolls-Royce. With six Audi dealerships, we are one of Australia’s largest Audi retailers, and are proud to be an official dealer for Alfa Romeo, Fiat & Morgan in Victoria.With a vast selection there is no doubt that Zagame Automotive has something to suit anyone's lifestyle. It is the essence of fine motoring that makes Zagame Automotive your next shopping destination.LMCT 9479",92707000,Automative,201-500 employees,http://www.zag.com.au,null,Privately Held,2000,https://www.linkedin.com/company/zagame-automotive/,null,32.807809,-97.204778,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Burson Automotive Pty Ltd,"61 Gower St, Preston, VIC 3072, AU","Burson Auto Parts is Australia’s largest trade focused supplier of automotive parts, tools, and workshop equipment.  An Australian owned company that has grown over the past four decades from a single store in Braybrook in Victoria, to now having in excess of 160 company owned and operated stores in every state and territory in Australia.  Each Burson Auto Parts store features an extensive inventory of parts, tools and equipment to ensure that the automotive repairers of Australia get the right parts, along with customer service that is the benchmark in the automotive industry. These stores are serviced from two state of the art distribution centres, with deliveries to workshops Australia wide from more than 750 delivery vehicles.Employing more than 1,500 staff and growing, Burson Auto Parts is a true blue Australian success story that continues to have exciting new chapters written following parent company Bapcor’s extraordinarily successful ASX listing in 2014.Burson Auto Parts is the automotive  industries employer of choice, with a reputation of having the best people, along with a stand out for quality, range of products, customer service, and expertise. They look forward to welcoming you to one of their many stores to gain the Burson Auto Parts experience.",null,Automative,"1,001-5,000 employees",http://www.burson.com.au,"Preston, VIC",Public Company,1971,https://www.linkedin.com/company/burson-automotive-pty-ltd/,null,-33.779957,151.277308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Filpro Automotive,"Filpro Automotive Australia (Pty) Ltd, Suite 15, 6A/938 South Road, Edwardstown, South Australia 5039, AU","Filpro Automotive, incorporating Powerdown Australia, are a leading supplier of automotive aftermarket products. Through its established warehousing and distribution networks within New Zealand and Australia, Filpro Automotive pride themselves in offering service excellence throughout the supply chain; and offer value with a specific focus on quality. The Filpro Automotive group offers a suite of products covering multiple segments within the automotive and heavy commercial vehicle market; including filtration, suspension, workshop consumables, antifreeze/coolants, performance chemicals, fuel additives and car care.The portfolio carries in excess of 500 years of heritage across the renowned automotive brands including FRAM Filters, Holts, Redex, Prestone and Simoniz; and since acquiring Powerdown Australia, Filpro Automotive has added Powerdown branded suspension components for truck, trailer and bus; and RAW 4x4 suspension equipment to the group. Powerdown is backed by 37 years of developing and manufacturing suspension products designed specifically for Australia’s harsh operating conditions (see Powerdown Australia). The acquisition brings benefit to both Powerdown and Filpro, along with its customers, through expansion and innovation.",null,Automative,11-50 employees,http://www.filpro.com.au,"Edwardstown, South Australia",Privately Held,1965,https://www.linkedin.com/company/filpro-automotive/,null,48.151514,7.170449,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CoolDrive Auto Parts,"22 Lexton Rd, Melbourne, Victoria 3129, AU","CoolDrive is Australia's premier supplier of automotive air conditioning, engine cooling, engine management, rotating electrical, accessories and workshop products.Operating from over 30 branches in Australia and New Zealand, CoolDrive was established in 1977 and now employs over 500 staff across Australia and New Zealand. Our worldwide networks and reputation enables us to cover a diverse market range for our customers, with leading vehicle component manufacturers among our main suppliers. Our customers enjoy the benefits of the unbeatable buying power that our size provides and our hands-on service-oriented culture allows us to respond to the needs of our customers both large and small.The Jayair, Jayrad, Jaylec and HULK 4X4 range of products represent our own brands of quality air conditioning, radiator, electrical and 4x4 products. These and other quality brands across a range of over 70,000 parts, are available from CoolDrive (trade only) and through major distributors in all states.CoolDrive. Servicing the automotive aftermarket for over 40 years.",null,Automative,201-500 employees,http://www.cooldrive.com.au,"Melbourne, Victoria",Privately Held,1977,https://www.linkedin.com/company/cooldrive-distribution/,null,52.336845,14.069062,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Buchanan Automotive,null,null,null,Automative,null,http://buchananautomotive.com.au,"Balgowlah, New South Wales",null,null,https://www.linkedin.com/company/buchanan-automotive/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mechanical & Automotive Service Centres,null,null,null,Automative,null,http://gas-conversions-bassendean.websyte.com.au,"Eden Hill, Western Australia",null,null,https://www.linkedin.com/company/mechanical-&-automotive-service-centres/,null,10.640576,-61.301171,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
